iter	Logloss
174	0.2279984338
175	0.2273028237
176	0.2263833046
177	0.2258361816
178	0.2252987044
179	0.2248028619
180	0.2243084499
181	0.2236873899
182	0.2231177739
183	0.2226047243
184	0.2220406532
185	0.2216270038
186	0.2210698809
187	0.2205102103
188	0.2197807584
189	0.2192546572
190	0.2188186918
191	0.2185227258
192	0.2180147171
193	0.2173875809
194	0.2170015063
195	0.2163872991
196	0.21570955
197	0.2152143206
198	0.2145750318
199	0.2140799659
200	0.2136162349
201	0.2130242893
202	0.2125838416
203	0.2121363776
204	0.2116217749
205	0.2111175265
206	0.2105897767
207	0.2101001058
208	0.2096285139
209	0.209296172
210	0.2090736662
211	0.2089345387
212	0.2084915025
213	0.2080835751
214	0.2075801849
215	0.2070567267
216	0.2065801348
217	0.20620327
218	0.205686651
219	0.2052397728
220	0.2046896798
221	0.2043219703
222	0.2039214134
223	0.203710447
224	0.2032930919
225	0.2028554371
226	0.2024238859
227	0.2020678111
228	0.2016920226
229	0.2013551712
230	0.2009695598
231	0.200762449
232	0.2005006926
233	0.2001068524
234	0.199845641
235	0.1996331624
236	0.1992830004
237	0.1989883014
238	0.1987843241
239	0.1983255931
240	0.1979559762
241	0.1977028302
242	0.1973574502
243	0.1970582145
244	0.1966640064
245	0.1962464741
246	0.1959225518
247	0.1955292565
248	0.1951971599
249	0.195056057
250	0.1947618076
251	0.1945650373
252	0.194325488
253	0.1940352576
254	0.1936729704
255	0.1933491298
256	0.1929209845
257	0.1925233841
258	0.1921625001
259	0.1917182377
260	0.1914498602
261	0.1910123961
262	0.190740994
263	0.1905032158
264	0.1900843212
265	0.1899296897
266	0.1895594733
267	0.1891805649
268	0.1889064516
269	0.1885237558
270	0.1882064274
271	0.1881439618
272	0.1878005164
273	0.1874986104
274	0.1870774678
275	0.1867601395
276	0.1862836838
277	0.1857852391
278	0.1856288774
279	0.1853918076
280	0.1851849692
281	0.1849029541
282	0.1846582958
283	0.1844077791
284	0.184207671
285	0.1839724949
286	0.1836766379
287	0.1832638468
288	0.1830330576
289	0.1827402251
290	0.1825482913
291	0.1822602681
292	0.1818534034
293	0.1815214293
294	0.1812467166
295	0.1810714449
296	0.180925124
297	0.1806635175
298	0.1804509027
299	0.1801309722
300	0.1799324036
301	0.1795504979
302	0.179238115
303	0.1790305546
304	0.1788225583
305	0.1785643986
306	0.1783889498
307	0.1783041545
308	0.1782757078
309	0.1780842372
310	0.1776970727
311	0.1773758888
312	0.1772214072
313	0.1770399094
314	0.1767694337
315	0.1764646121
316	0.1762547357
317	0.1760353633
318	0.1758342334
319	0.17580907
320	0.1756178175
321	0.1754120963
322	0.1751282011
323	0.1748671668
324	0.1746305738
325	0.1744525773
326	0.1741607802
327	0.1740136283
328	0.1737367358
329	0.1734635489
330	0.1732883726
331	0.1729976654
332	0.1727228846
333	0.1724397932
334	0.1720867702
335	0.1718145915
336	0.1716494152
337	0.1714754922
338	0.1712287085
339	0.1710166659
340	0.1708906582
341	0.1705699784
342	0.1705109188
343	0.1703844343
344	0.1701492446
345	0.1697910036
346	0.1696407591
347	0.1694893156
348	0.1694367136
349	0.1691356931
350	0.1689269202
351	0.1687599455
352	0.1685496058
353	0.1685364996
354	0.1683857509
355	0.1682817187
356	0.1682065419
357	0.168113981
358	0.167955058
359	0.1677645275
360	0.1674932752
361	0.1672957965
362	0.1671061925
363	0.1669026375
364	0.1666947774
365	0.1665677479
366	0.1663558143
367	0.1661481994
368	0.1659330641
369	0.165800408
370	0.1656687737
371	0.1655007635
372	0.1653488023
373	0.1651487078
374	0.1649303164
375	0.1648257119
376	0.1645987919
377	0.1642793519
378	0.1640282495
379	0.1638816289
380	0.1637557166
381	0.1636894635
382	0.1634138925
383	0.1632148198
384	0.163034589
385	0.162872151
386	0.1626489776
387	0.1623393876
388	0.1622350693
389	0.162005043
390	0.1618077142
391	0.1616794041
392	0.1614958627
393	0.1613241741
394	0.1611233166
395	0.1609834671
396	0.1608596938
397	0.1607155664
398	0.1605178561
399	0.1603086199
400	0.1602820396
401	0.1600739343
402	0.1599496024
403	0.1597286769
404	0.1594910758
405	0.159357139
406	0.1592560359
407	0.159083707
408	0.1589447294
409	0.1588324956
410	0.1586544854
411	0.1585138593
412	0.1583257811
413	0.1581335885
414	0.1579933167
415	0.1579122271
416	0.1576785496
417	0.1575782776
418	0.157393619
419	0.1572806222
420	0.1571519852
421	0.156979302
422	0.1567477771
423	0.1566182273
424	0.1564302444
425	0.1562071255
426	0.1560580662
427	0.1559426989
428	0.1557952881
429	0.1556859698
430	0.1554231644
431	0.1553083556
432	0.155043166
433	0.1548548835
434	0.1547778811
435	0.1546925681
436	0.1545899527
437	0.1545561109
438	0.154458986
439	0.1543543134
440	0.154249818
441	0.1541366305
442	0.1540149961
443	0.1537925993
444	0.1537270273
445	0.1536066736
446	0.153531347
447	0.1533164433
448	0.1531974248
449	0.1531096458
450	0.1529786791
451	0.1528937749
452	0.1527331216
453	0.1526028361
454	0.1524609838
455	0.1522666795
456	0.1521421432
457	0.1519696644
458	0.1518029894
459	0.1516324861
460	0.1513896806
461	0.151281929
462	0.1510919298
463	0.1510564395
464	0.1508785248
465	0.1506451334
466	0.1505047389
467	0.1503325054
468	0.150135013
469	0.1499518803
470	0.1497226579
471	0.1496090616
472	0.1495038305
473	0.149380534
474	0.1492310933
475	0.149062361
476	0.1489735058
477	0.1488540922
478	0.1487147195
479	0.1485698427
480	0.1484945025
481	0.1483492987
482	0.1482093539
483	0.1480489595
484	0.1478758948
485	0.1477225712
486	0.1474953788
487	0.1473248618
488	0.1472194127
489	0.1470688411
490	0.1469527653
491	0.146786935
492	0.1465825353
493	0.1464311736
494	0.1463586262
495	0.1461464473
496	0.1459036282
497	0.1457656588
498	0.1456960133
499	0.1455434254
500	0.1453742164
501	0.1452716555
502	0.1451104573
503	0.145028523
504	0.1448701995
505	0.1447949954
506	0.1446754592
507	0.1445485796
508	0.1443718365
509	0.1442891257
510	0.1441588266
511	0.1440396854
512	0.1440039771
513	0.1438767297
514	0.1437476567
515	0.1436579841
516	0.1434438978
517	0.1433258602
518	0.1432460512
519	0.1431942395
520	0.1430487497
521	0.1429431098
522	0.1428805896
523	0.1427122389
524	0.1426254545
525	0.1424920355
526	0.1423569815
527	0.1422457831
528	0.1421813011
529	0.1420129095
530	0.1418690545
531	0.1417519024
532	0.1416252681
533	0.1414833341
534	0.1414061546
535	0.1412663051
536	0.141094235
537	0.1409100669
538	0.1407275336
539	0.1406426157
540	0.1405685289
541	0.1403942244
542	0.1401492528
543	0.1399551119
544	0.1398174831
545	0.1397399902
546	0.1395960399
547	0.1394674029
548	0.1393383435
549	0.1391261509
550	0.1389381681
551	0.1387931143
552	0.138612284
553	0.1385355404
554	0.1383474214
555	0.1382458278
556	0.1380797114
557	0.1379909107
558	0.1378694262
559	0.1377156666
560	0.1375504221
561	0.1373310362
562	0.1371460506
563	0.1369677544
564	0.1368716376
565	0.1368417467
566	0.1366751262
567	0.1365781512
568	0.136467702
569	0.136336531
570	0.136255782
571	0.1360857282
572	0.1360040665
573	0.1359019143
574	0.1358091491
575	0.1356264796
576	0.1355573654
577	0.1354015623
578	0.1353177207
579	0.1352210726
580	0.1351053238
581	0.1350016458
582	0.1348880495
583	0.1347551618
584	0.1346772058
585	0.1345448085
586	0.1343468257
587	0.1343137196
588	0.1342172486
589	0.1340568679
590	0.1339879445
591	0.1339603152
592	0.1337818146
593	0.1336788177
594	0.133546802
595	0.1334241595
596	0.1332662855
597	0.1331961768
598	0.1330789294
599	0.1329660688
600	0.1329033579
601	0.1328072275
602	0.1327010018
603	0.1326148033
604	0.1325651986
605	0.1324615206
606	0.1324117661
607	0.1322760446
608	0.1320537431
609	0.1319119317
610	0.131798608
611	0.1316679273
612	0.1315585681
613	0.1313734872
614	0.131253188
615	0.1311406953
616	0.1310863359
617	0.1309916224
618	0.1308980533
619	0.1307477679
620	0.1306790079
621	0.1305725506
622	0.130561379
623	0.130405317
624	0.130296639
625	0.130181803
626	0.1300528118
627	0.1298858643
628	0.1298015458
629	0.1296894482
630	0.1296424729
631	0.1296273095
632	0.1296222278
633	0.1294998714
634	0.1294194766
635	0.1293606486
636	0.1292668615
637	0.1291349275
638	0.1290754863
639	0.1289230619
640	0.1288425718
641	0.1287941115
642	0.1286836352
643	0.1285489627
644	0.1284783636
645	0.1283978326
646	0.128273528
647	0.1281600135
648	0.12804436
649	0.1279421943
650	0.1278327261
651	0.1276665688
652	0.1275663648
653	0.1274875096
654	0.1274205617
655	0.1272852625
656	0.127162184
657	0.1271006448
658	0.1270264489
659	0.1268953323
660	0.126793439
661	0.1266431672
662	0.1266000066
663	0.1265772683
664	0.1264445441
665	0.1263497489
666	0.1262513161
667	0.1261777878
668	0.1261056355
669	0.1259592737
670	0.1258746283
671	0.1258207321
672	0.1257676261
673	0.1256471906
674	0.1256399563
675	0.1255965505
676	0.1254661833
677	0.1253384181
678	0.1251848221
679	0.1250319753
680	0.1248736245
681	0.1248040472
682	0.1247201647
683	0.1246334212
684	0.1244783129
685	0.1244307382
686	0.1243051256
687	0.1242458071
688	0.1241523198
689	0.123993969
690	0.1238813945
691	0.1237860816
692	0.1236608641
693	0.1235921724
694	0.1235593523
695	0.123448222
696	0.1232921464
697	0.1231918199
698	0.1230935097
699	0.1229285376
700	0.122823034
701	0.1226762227
702	0.1225475311
703	0.1224365234
704	0.1223036357
705	0.1221413749
706	0.1220401628
707	0.1218937738
708	0.1217540468
709	0.1216864177
710	0.1216410501
711	0.121457059
712	0.1213051932
713	0.1211970466
714	0.1211356844
715	0.1210968154
716	0.1209813527
717	0.120908165
718	0.1208210264
719	0.1207719122
720	0.1205966405
721	0.1204025541
722	0.120252364
723	0.1201779774
724	0.1200471333
725	0.1198598862
726	0.1197780609
727	0.1196287428
728	0.1195593698
729	0.1194742748
730	0.1193886212
731	0.1193487167
732	0.1192427499
733	0.1191369193
734	0.1190744809
735	0.1189792224
736	0.1189162391
737	0.118830531
738	0.118734605
739	0.1186578206
740	0.1185604913
741	0.1184583119
742	0.1183642251
743	0.1182186944
744	0.1181224006
745	0.1179702214
746	0.1178519794
747	0.1177374159
748	0.1176615034
749	0.1175550188
750	0.1174338205
751	0.1174020767
752	0.1173564502
753	0.1172743934
754	0.1171416964
755	0.1170750209
756	0.1169748851
757	0.1169372695
758	0.1168434416
759	0.1166967937
760	0.1165874209
761	0.1164216178
762	0.116235733
763	0.1161512647
764	0.1160350527
765	0.1159872464
766	0.115868078
767	0.1157688141
768	0.1157019751
769	0.1156528064
770	0.1155443464
771	0.1154652732
772	0.115397644
773	0.1153167588
774	0.1151565552
775	0.1150883538
776	0.1149338858
777	0.1147790091
778	0.1146503721
779	0.1145709038
780	0.1144744873
781	0.1144056048
782	0.1142895562
783	0.1141608374
784	0.1140514646
785	0.1139482703
786	0.113830328
787	0.1137895993
788	0.113682379
789	0.1135639191
790	0.1134844916
791	0.1133221149
792	0.1132204056
793	0.1130990573
794	0.1130131177
795	0.1128927571
796	0.1127732345
797	0.112689536
798	0.1125762463
799	0.1125462123
800	0.1125196866
801	0.112483624
802	0.1123995713
803	0.1122573376
804	0.1122028351
805	0.1121392931
806	0.112031235
807	0.1119565283
808	0.1118169648
809	0.1117685999
810	0.1116754328
811	0.1116248948
812	0.1115343775
813	0.1114107745
814	0.1112967491
815	0.1112171991
816	0.1111006192
817	0.1110161849
818	0.1109758377
819	0.1108336312
820	0.1107140814
821	0.1105633804
822	0.1105037008
823	0.1105000905
824	0.1103843008
825	0.1103346825
826	0.1102310726
827	0.1101485797
828	0.1100214549
829	0.1099219254
830	0.109823479
831	0.1097295897
832	0.1096843992
833	0.1096408503
834	0.1095581191
835	0.1094883919
836	0.109394019
837	0.1092499529
838	0.1091525623
839	0.1090711321
840	0.1089571544
841	0.1089254584
842	0.1088800703
843	0.1088013853
844	0.10871815
845	0.1086118358
846	0.1084653718
847	0.1083699839
848	0.1082493986
849	0.1081508364
850	0.1080191067
851	0.1079312597
852	0.107815252
853	0.1077501978
854	0.1076720101
855	0.1075718675
856	0.1074502536
857	0.107330043
858	0.1072493826
859	0.1072072574
860	0.1070775373
861	0.1069297382
862	0.1068757057
863	0.1068391732
864	0.10683715
865	0.1067883219
866	0.1066929545
867	0.1065872874
868	0.106528977
869	0.1064732892
870	0.1063981737
871	0.1063638619
872	0.1062610626
873	0.1061498438
874	0.1060675076
875	0.1059345382
876	0.1058799199
877	0.1057692664
878	0.1056679726
879	0.1055174691
880	0.1054362025
881	0.105305481
882	0.1052122797
883	0.1051532813
884	0.1050196307
885	0.1049496991
886	0.1048830509
887	0.1047456469
888	0.1046641009
889	0.1045954364
890	0.1045276778
891	0.1044652939
892	0.1043048995
893	0.1042295183
894	0.104088647
895	0.1040092128
896	0.1039401599
897	0.1038637161
898	0.1037664141
899	0.1037295137
900	0.1036325795
901	0.1034995488
902	0.1033699581
903	0.103292547
904	0.103229332
905	0.103129094
906	0.1030308723
907	0.1029236794
908	0.1028272016
909	0.1027118819
910	0.1026241779
911	0.1025374549
912	0.1023963928
913	0.1022853851
914	0.1022319657
915	0.1021622385
916	0.1020782471
917	0.1020076479
918	0.1019258022
919	0.1018305642
920	0.1018216951
921	0.1016850471
922	0.101578004
923	0.1014842715
924	0.1014792579
925	0.1014314788
926	0.1013048989
927	0.1012227127
928	0.1011189665
929	0.101067618
930	0.1009703091
931	0.100900868
932	0.1007858889
933	0.1007069792
934	0.1006025178
935	0.100534589
936	0.1004612105
937	0.1003632545
938	0.1002639702
939	0.1001879215
940	0.1000557082
941	0.09996025222
942	0.09988402639
943	0.09978072984
944	0.09973810741
945	0.09967705863
946	0.09957421848
947	0.09948354449
948	0.09937981197
949	0.09928250994
950	0.09920991489
951	0.09915353911
952	0.09907255854
953	0.09897162574
954	0.09887685095
955	0.09876901763
956	0.09865808487
957	0.09854044233
958	0.09843775204
959	0.09835700989
960	0.09824577059
961	0.09815459933
962	0.09808653423
963	0.09805489949
964	0.09793815613
965	0.09782928058
966	0.09776942389
967	0.09762337548
968	0.09752712931
969	0.09744918006
970	0.09731584276
971	0.09723067965
972	0.09716817992
973	0.09709703582
974	0.09703057834
975	0.09691479547
976	0.09684946878
977	0.09678571565
978	0.09671930586
979	0.09663765771
980	0.09649987902
981	0.09640513829
982	0.09633740016
983	0.09621612004
984	0.09607000351
985	0.09598684992
986	0.09591941152
987	0.09587008612
988	0.09579493659
989	0.09571786608
990	0.09563458988
991	0.09554559163
992	0.09545595305
993	0.09536166872
994	0.09525977543
995	0.09512929916
996	0.09501240594
997	0.09492138454
998	0.09485045842
999	0.09474335398
